name,description,ingredients,etapes,source
"Pure Power Blender Roasted Corn, Potato and Zucchini Chowder",Uses KitchenAid® Pure Power Blender,"Ingredients 1 small white onion, quartered 4 cloves garlic, peeled, divided use ½ cup olive oil, divided use ½ teaspoon salt ¼ teaspoon pepper 1 pound yellow potatoes, quartered 1 ½ cups frozen corn 2 medium zucchini, cut into 1-inch chunks 1 cup fresh basil leaves ⅛ teaspoon crushed red pepper flakes ½ teaspoon ground turmeric 4 cups vegetable broth","Step by stepPreheat oven to 400°F/205°C. Line rimmed baking sheet with parchment paper and roast
onions for 20 minutes or until softened. Add 3 cloves garlic, potatoes, corn and zucchini to
baking sheet. Drizzle with 2 Tbsp olive oil and sprinkle with salt and pepper. Roast for 45
minutes.While vegetables are roasting, make basil oil. Add 6 Tbsp of olive oil, remaining garlic, basil
leaves, crushed red pepper and a pinch of salt to blender. Turn to glide the Precision Speed
Control Knob between Speeds 7 and 8 and blend until smooth. Pour into small bowl for drizzling
on soup. Fill blender jar with warm water and drops of liquid detergent and run “Clean” cycle.
Once the cleaning cycle is complete, rinse blender jar thoroughly.Remove vegetables from oven and set aside about ½ cup of corn kernels for garnish.
Immediately scoop half of roasted vegetables into blender jar with the ground turmeric and 2
cups of vegetable broth. Blend on Speed 6 for 1 minute or until smooth. Empty into stockpot and
repeat process with remaining sheet pan ingredients and remaining vegetable stock. For
chunkier texture, blend on Speed 2 for only 5-10 seconds. Add mixture to stockpot and simmer
until serving. To serve, ladle soup into bowls and garnish with corn kernels and a drizzle of basil
oil.Pro Tip:
Top soup with lump crab meat after final blending and heating to make this a decadent seafood
chowder.",kitchenaid
Pure Power Blender Citrus Cake,Uses KitchenAid® Pure Power Blender,"Ingredients 3 large eggs 1 cup sugar ½ cup canola oil 2 whole, unpeeled clementines, stem end trimmed, cut in half ½ lemon, seeded, stem end trimmed 1 teaspoon vanilla extract ¼ teaspoon almond extract 2 cup all-purpose flour 1 teaspoon baking powder ¼ teaspoon salt  Glaze: 2 cups powdered sugar 4 tablespoons clementine juice  Pinch salt  Zest from citrus to garnish if desired","Step by stepPreheat oven to 350°F/175°C. Spray baking pan with nonstick spray and set aside. Add eggs,
sugar, oil, clementines, lemon, vanilla and almond extract to Pure Power Blender. Turn to glide
the Precision Speed Control Knob between Speeds 7 and 8 and blend for about 1 minute, until
citrus peel is very finely chopped.Stop blender and add flour, baking powder and salt. Blend on Speed 1 just until flour is
incorporated. Pour batter into prepared baking pan.Bake for 30-35 minutes or until center lightly springs back when poked. While cake is baking,
make glaze by stirring together powdered sugar, clementine juice and salt. Let cake cool and
drizzle glaze over before slicing and serving.Pro Tip: You can easily substitute orange for the clementine in this recipe. Use 1 navel orange,
seeded. This recipe can be made gluten free by substituting an equal amount of a gluten-free
all-purpose flour blend.",kitchenaid
Pure Power Blender Smoky Chipotle Salsa,Uses KitchenAid® Pure Power Blender,"Ingredients 10 medium Roma tomatoes 1 small white onion, peeled and quartered 6 cloves garlic, peeled 1 serrano pepper, stemmed and seeded 4 chipotle peppers in adobo sauce 1 tablespoon lime juice 1 teaspoon salt ¼ cup cilantro leaves and stems","Step by stepPreheat oven to 400°F/205°C. On a rimmed baking sheet, place whole tomatoes, onion, garlic
and serrano pepper. Roast for 45 minutes or until soft and blackened in places. Immediately
scoop contents of pan into blender and add chipotles and their sauce, lime juice, salt and
cilantro.Pulse 5 times to combine and then turn to glide the Precision Speed Control Knob
between Speeds 1 and 2 and blend for about 15 seconds or until desired texture is reached.Pro Tip: For more heat, add more serrano pepper or chipotle peppers in adobo sauce.",kitchenaid
Pure Power Blender Açai and Berry Smoothie Bowls,Uses KitchenAid® Pure Power Blender,"Ingredients 1 packet frozen acai puree 1 cup frozen blueberries 1 cup frozen raspberries 1 frozen banana cut into 1-inch pieces 1 cup vanilla Greek yogurt 1 cup coconut water or milk  Toppings as desired, such as fresh berries, sliced banana, granola, chopped nuts, chia seeds, coconut flakes or nut butter","Step by stepIn Pure Power Blender, add acai puree, blueberries, raspberries, banana pieces and coconut
water or milk. Press “Smoothie” cycle button and let blend.Pour into bowls and add toppings if
desired. For a drinkable smoothie texture, add more water or milk and omit toppings.Pro Tip: You can use any combination of berries, and a sweet smoothie like this is also a good
vehicle to mix in vegetables like frozen riced cauliflower, baby spinach or carrots. Add a scoop
of your favorite vanilla protein powder to make this smoothie bowl more substantial.",kitchenaid
Cream of cauliflower soup,,"Ingredients540 ml vegetable broth550 g steamed cauliflower (1 large head)55 g blanched slivered almonds3/4 tsp natural salt, plus more to taste1/2 tsp yellow curry powder, plus more to taste1/4 tsp onion powder1/4 tsp garlic powder","Step by stepPlace all of the ingredients into the blender jar of the KitchenAid® Power Plus® Blender.Secure the lid and set the blender to the Adapti-Blend™ Soup program.Blend until the machine turns itself off.Alternatively, blend for about 5 minutes, starting on speed 1 and gradually increasing to speed 10.Soup will come out of the Blender hot.1 large head cauliflower yields approximately 6 cups (525g) raw cauliflower which steams down into 5 cups (550g).",kitchenaid
Quick and easy hollandaise sauce,,Ingredients170 g unsalted butter4  egg yolks1-2 tbsp fresh lemon juice1/2 tsp sea salt,"Step by stepMelt butter in glass measuring jug in microwave until melted and very warm. Alternatively, melt butter in small saucepan over medium-low heat until melted and very warm. Transfer to glass measuring jug.Combine egg yolks, lemon juice and salt in blender jar of the KitchenAid ARTISAN Power Plus Blender. Secure lid and turn dial to Speed 3. Blend until smooth for about 20 seconds. Turn down dial to Speed 2. With blender running, remove ingredient measuring cap and slowly pour in warm melted butter. Insert ingredient measuring cap and turn dial to Speed 6. Blend until butter is completely incorporated and sauce thickens and becomes warm for about 1 minute.Taste and adjust seasoning with salt if needed. Sauce is best if served right away.",kitchenaid
Iced Coffee,Uses [KitchenAid® Semi-Automatic Espresso Machine](https://www.kitchenaid.com/countertop-appliances/coffee-products/coffee-makers/p.semi-automatic-espresso-machine.kes6403bm.html?) and [KitchenAid® Burr Coffee Grinder](https://www.kitchenaid.com/countertop-appliances/coffee-products/coffee-grinders/p.burr-coffee-grinder.kcg8433bm.html?),Ingredients  Ice Cubes (as needed)  Espresso (2 Shots)  4 oz. Milk (120 ml)  1 tsp. Brown Sugar,"Step by stepYou will need 1 tall glass for your iced coffee and 1 mug/heat proof glass to prepare your espresso.Place the sugar in the mug/heat proof glass.Pull a double shot of espresso over the sugar so that it dissolves.Prepare tall glass half-filled with ice.Pour coffee into tall glass over the ice.Add in cold milk, enough to fill the cup.Plus Up: Try with oat milk for a dairy-free option.",kitchenaid
Easy homemade mushroom soup without cream,,"Ingredients2 tbsp extra-virgin olive oil300 g diced yellow onion1 tbsp finely chopped fresh thyme, plus more to taste2 tbsp minced garlic (2 cloves)240 g sliced white button mushrooms3 tbsp wheat-free tamari1/4 tsp freshly ground black pepper, plus more to taste480 ml vegetable broth2 tsp fresh lemon juice, to servea pinch  sea salt","Step by stepIn a large skillet over medium heat, warm the olive oil, and sauté the onions, thyme, and garlic for about 5 minutes until the onions are soft and translucent.Add the mushrooms, tamari, and black pepper, and sauté for 8 to 10 minutes, until the mushrooms are reduced and cooked through.Transfer the mushroom mixture to the jar of the KitchenAid® Power Plus® Blender, and add the broth.Secure the lid, and set the blender to the Adapti-Blend™ Soup program.Blend until the machine turns itself off.Alternatively, blend for about 5 minutes, starting on speed 1 and gradually increasing to speed 10.Soup will come out of the Blender hot.Season with salt to taste, and garnish with finely chopped parsley.Serve with crusty bread or a scoop of cooked grains.",kitchenaid
Blackberry chocolate chip ice cream,"This creamy ice cream base is the perfect way to cool down on a hot day, with a combination of blackberries and bittersweet chocolate in almost every bite.","Ingredients430 g blackberries, plus more for garnish200 g granulated sugar, divided480 g whole milk240 g heavy cream1/2  vanilla bean, split lengthwise and scraped100 g egg yolks110 g bittersweet chocolate chips, 60% cacao, rough chopped3 g flaky sea salt","Step by stepPrep the ice cream maker attachment: Freeze the freezer bowl for 24 hours before using it, and leave it in the freezer until you are ready to add your chilled ice cream base. 
Make the blackberry puree: Using a medium saucepan over medium-high heat, combine the blackberries with ¼ cup sugar and 2 Tbsp. of water. Using a potato masher or a wooden spoon, mash the berries slightly. Bring to a boil and reduce heat to a simmer, stirring occasionally, until berries begin to break down, about 5–10 minutes. Make the ice cream base: Using a clean medium saucepan over low heat, combine the milk, 1 cup cream, ½ cup sugar and vanilla pod and seeds. Bring the milk to a simmer and heat until sugar dissolves, stirring occasionally.Prepare an ice bath. Set aside. Using a medium bowl, whisk egg yolks and remaining ¼ cup sugar. Gradually whisk 1 cup hot milk mixture into yolks, whisking constantly to prevent curdling. Whisk yolk mixture into remaining milk mixture in saucepan, whisking until combined. Cook over low heat, stirring continuously with a rubber spatula, until the custard thickens enough to coat the back of the spatula, about 7–9 minutes. Transfer custard to a medium bowl and place in the prepared ice bath to cool. Stir occasionally until cool. Remove vanilla bean pod from custard. Cover and refrigerate at least 4 hours or overnight.Remove the berries from the heat and transfer the berries to a fine mesh sieve placed over a small bowl. Using a ladle, push the berries against the sieve, allowing the juices to run into the bowl. Discard the solids and return the juice to the saucepan over medium heat and reduce for about 5 minutes, leaving about ¾ cup blackberry juice. Set aside to cool. Transfer to an airtight container and refrigerate.Combine the blackberry puree and ice cream base. Place the frozen Ice Cream Maker Attachment onto the KitchenAid Stand Mixer. Place the dasher inside the bowl. Connect the drive adaptor to the stand mixer motor head. Lower the tilt-head or raise the bowl, depending on your model, until the drive adaptor engages the dasher.Turn the stand mixer on to speed 1 before adding the blackberry ice cream mixture. Pour the ice cream base into the freeze bowl with the dasher churning. After 15 minutes, add the chopped chocolate. Continue churning for 5–15 minutes until soft serve consistency is reached. Remove the dasher and scrape the ice cream off with a rubber spatula.Place the blackberry chocolate chip ice cream in an 8.5-inch x 4.5-inch-wide metal loaf pan and smooth the top. Sprinkle with the flaky sea salt. Cover with plastic wrap and freeze for several hours until firm, or overnight. Scoop ice cream into bowls and garnish with fresh berries.",kitchenaid
Lavender Ice Cream with Honey Caramel and Dates,"Uses [KitchenAid® Stand Mixer](https://www.kitchenaid.com/countertop-appliances/stand-mixers.html), [Ice Cream Maker Attachment](https://www.kitchenaid.com/countertop-appliances/stand-mixers/attachments/p.ice-cream-maker-attachment.ksmicm.html)","Ingredients  5 pitted dates  (75 g, chopped)  1 1/2 cup heavy cream (360 mL, for vanilla custard base)  2 teaspoon vanilla extract (for vanilla custard base)  2 tablespoons lavender buds (for vanilla custard base)  1 1/2 cup whole milk (354 mL)  1/2 cup granulated sugar (112 g, for vanilla custard base)  6 egg yolks (100 g)  1/2 cup granulated sugar (109 g, lavender simple syrup)  1 teaspoon vanilla extract (for lavender simple syrup)  1/2 cup water (118 mL)  1 1/2  tablespoons lavender buds (3 g, for lavender simple syrup)  1/4 teaspoon kosher salt  1 1/2 teaspoons vanilla extract (for honey caramel sauce)  1/2 cup heavy cream (120 mL, for honey caramel sauce)  2 tablespoons unsalted butter  1/2 cup brown sugar (100 g, packed)  1/4 cup honey (85 g)","Step by stepSPECIAL EQUIPMENT: KitchenAid® Stand Mixer with whisk attachment; KitchenAid® Ice Cream Bowl Attachment with dasher and drive; fine mesh sieve; airtight container for freezingPlace the KitchenAid® Ice Cream Bowl in the freezer for 24-hours.Make the honey caramel. Place the honey, brown sugar, and butter in a saucepan set on the stove on medium-high heat. Whisk constantly and bring the mixture to a light boil. Then, remove from heat and whisk in the heavy cream, vanilla extract, and salt. Pour the mixture into a bowl, cover with plastic wrap, and chill completely.Make the lavender syrup. Place water and lavender buds in a saucepan and bring to a boil. Reduce heat to med-low. Add the sugar and gently whisk to dissolve. Allow the mixture to cook for five minutes. Pour the mixture through a fine mesh sieve to remove the lavender buds, then stir in the vanilla and chill syrup completely.Make the custard base. Insert the whisk attachment into the KitchenAid® Stand Mixer and add the yolks and sugar into the mixing bowl. Set to speed 4, and whisk the mixture until light and fluffy, about two minutes. Set aside.Pour the milk and lavender buds into a saucepan and warm on medium heat until it starts to lightly steam. Remove 1/2 cup of the hot milk from the pan and slowly whisk it into the yolk mixture. Then, pour the tempered yolk mixture back into the saucepan, whisking constantly while adding. Increase the heat to medium. Use a pastry spatula to stir constantly, being sure to scrape the bottom to prevent scorching. Cook until mixture is thickened and coats spatula. DO NOT BOIL. Remove from heat and whisk in the heavy cream and vanilla. Strain the custard into a bowl through a fine mesh sieve. Cover the bowl with plastic wrap so that it touches the surface of the custard and chill for at least two hours.When ready to churn the ice cream, attach the frozen KitchenAid® Ice Cream bowl and dasher to the stand mixer. Turn mixer to stir, and pour cold mixture into bowl with the mixer running. Set the timer for twenty minutes. At ten minutes into churning, add 1/4 cup of lavender simple syrup; with one minute left on churn, add chopped dates and a heaping tablespoon of the honey caramel. Turn off the machine and layer the ice cream and remaining caramel in three layers into an airtight container, ending with a caramel drizzle. Freeze for six to eight hours.",kitchenaid
